field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist
19700,3943600070,8/11/2014,400000,3,2.5,2393,4788,2,0,0,3,8,2393,0,2012,0,98055,47.4517,-122.204,2439,5477,1.2,0,3.395280296
2352,6192400400,7/28/2014,775000,4,2.5,3090,7112,2,0,0,3,9,3090,0,2001,0,98052,47.705,-122.118,3050,6000,1.6,0,3.396065919
21267,2937300050,2/27/2015,988990,4,4.75,4150,6303,3,0,0,3,9,4150,0,2014,0,98052,47.7047,-122.123,3570,6285,0.842105263,0,3.39782611
16628,629410190,6/19/2014,712000,3,2.75,3200,6699,2,0,0,3,9,3200,0,2004,0,98075,47.5884,-121.991,3020,6699,1.090909091,0,3.398040755
3350,6099400053,5/29/2014,145000,3,1,1010,5490,1,0,0,3,6,1010,0,1954,0,98168,47.4762,-122.293,1740,10658,3,0,3.400539392
903,2460700260,2/18/2015,300000,3,2,1480,6698,1,0,0,4,7,1080,400,1979,0,98058,47.4614,-122.168,1850,7348,1.5,1,3.401440772
10343,9485750240,10/17/2014,395000,3,2.5,2310,4930,2,0,0,4,8,2310,0,1989,0,98055,47.4512,-122.208,2230,5324,1.2,0,3.407410812
5121,5412101150,2/3/2015,299000,4,2.5,2400,6078,2,0,0,3,8,2400,0,2001,0,98001,47.2606,-122.285,2406,7642,1.6,0,3.407561586
292,1115450240,10/22/2014,360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937,1.6,0,3.408128758
13871,3825311210,8/27/2014,699000,3,2.5,2680,5497,2,0,0,3,9,2680,0,2001,0,98052,47.7043,-122.128,2780,5497,1.2,0,3.408909829
15300,3825311190,7/25/2014,678000,3,2.5,2640,5964,2,0,0,3,9,2640,0,2003,0,98052,47.7043,-122.128,2680,5211,1.2,0,3.408909829
20606,6666830390,7/18/2014,779380,5,2.5,2590,7084,2,0,0,3,8,2590,0,2014,0,98052,47.7053,-122.113,3010,4823,2,0,3.410425623
2456,2568200140,6/25/2014,739900,5,2.5,2980,5377,2,0,0,3,9,2980,0,2006,0,98052,47.7074,-122.101,3150,6593,2,0,3.410484744
5998,2568200130,5/16/2014,725000,5,2.75,2830,5310,2,0,0,3,9,2830,0,2006,0,98052,47.7074,-122.101,3150,6581,1.818181818,0,3.410484744
918,1431700370,5/19/2014,290000,5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.172,1730,7700,3.333333333,0,3.410924497
19793,2937300060,12/1/2014,932990,4,2.5,3640,6389,2,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.123,3570,6303,1.6,0,3.411526179
16546,1431700280,4/9/2015,310000,5,2,2730,7344,1,0,0,5,7,1510,1220,1962,0,98058,47.4602,-122.171,1730,7700,2.5,1,3.411972933
456,1529200340,1/8/2015,496500,3,2.5,2260,3640,2,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.157,2350,3710,1.2,0,3.41252114
7891,1422700040,5/14/2015,183000,3,1,1170,7320,1,0,0,3,7,1170,0,1962,0,98188,47.4685,-122.282,2040,7320,3,0,3.414094499
9455,5647900120,6/13/2014,250600,4,2.5,1930,8660,1,0,0,3,7,1120,810,1981,0,98001,47.3261,-122.26,1830,9591,1.6,1,3.417437269
5496,1431700250,5/16/2014,345000,4,1,1980,7991,1.5,0,0,3,7,1980,0,1962,0,98058,47.4604,-122.17,1730,7700,4,0,3.419982577
20929,2568200120,12/15/2014,730000,5,2.75,2870,6593,2,0,0,3,9,2870,0,2006,0,98052,47.7075,-122.102,3150,6593,1.818181818,0,3.420751529
9325,7147800015,4/1/2015,245500,2,1.5,1430,9782,1,0,0,3,7,1430,0,1955,0,98188,47.441,-122.282,1430,9828,1.333333333,0,3.421146564
15298,1423700680,2/26/2015,190000,3,1.75,1390,7700,1,0,0,5,7,1390,0,1965,0,98058,47.4559,-122.183,1260,7700,1.714285714,0,3.423002973
5410,2568200170,3/11/2015,798000,5,2.75,3220,5934,2,0,0,3,9,3220,0,2006,0,98052,47.7076,-122.101,3100,5934,1.818181818,0,3.424272422
19631,2937300550,10/29/2014,1040000,5,4,4180,7232,2,0,0,3,9,4180,0,2014,0,98052,47.7049,-122.125,3570,6054,1.25,0,3.424879471
20645,2937300560,12/12/2014,939000,4,3.5,3640,6049,2,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.125,3590,6104,1.142857143,0,3.424879471
2155,2095800520,4/24/2015,550000,3,2.5,2250,7752,2,0,0,4,8,2250,0,1988,0,98011,47.7489,-122.185,2080,7033,1.2,0,3.425412378
13755,6699300330,5/13/2015,372000,5,2.5,2840,6010,2,0,0,3,8,2840,0,2003,0,98001,47.3161,-122.27,2740,5509,2,0,3.42577808
10431,3750603471,3/27/2015,239950,3,2.5,1560,4800,2,0,0,4,7,1560,0,1974,0,98001,47.2653,-122.285,1510,12240,1.2,0,3.432282691
21041,2937300540,10/16/2014,989990,4,3.5,3830,7150,2,0,0,3,9,3830,0,2014,0,98052,47.7049,-122.126,3640,6055,1.142857143,0,3.432488006
7647,3825310540,11/21/2014,640000,4,2.5,2260,5172,2,0,0,3,9,2260,0,2004,0,98052,47.7047,-122.128,2680,5172,1.6,0,3.435999983
8688,3825310530,7/16/2014,700000,4,2.5,2590,4498,2,0,0,3,9,2590,0,2004,0,98052,47.7047,-122.128,2660,5238,1.6,0,3.435999983
15600,1433100010,1/28/2015,312000,4,1,1730,8706,1,0,0,4,7,1010,720,1962,0,98058,47.4586,-122.175,1369,8418,4,1,3.438022957
10890,9526600340,5/12/2015,729000,3,2.5,2440,4244,2,0,0,3,8,2440,0,2011,0,98052,47.7057,-122.112,2690,4556,1.2,0,3.438702593
5963,1422700080,6/10/2014,253000,3,1.75,2040,7281,1,0,0,3,7,1020,1020,1962,0,98188,47.4681,-122.282,1740,7527,1.714285714,1,3.438848291
20592,2937300520,8/1/2014,799990,4,2.75,3110,6050,2,0,0,3,9,3110,0,2014,0,98052,47.705,-122.126,3590,6054,1.454545455,0,3.439296603
20674,3943600140,3/2/2015,370000,4,2.5,1812,5026,2,0,0,3,8,1812,0,2011,0,98055,47.4513,-122.202,2440,6007,1.6,0,3.44049196
13704,6192400180,10/6/2014,775000,5,3.5,3290,5600,2,0,0,3,9,2670,620,2004,0,98052,47.7056,-122.119,3130,5600,1.428571429,1,3.440595116
2712,1423400260,4/2/2015,273000,3,1.75,2050,9045,2,0,0,4,6,2050,0,1959,0,98058,47.4572,-122.18,1200,9045,1.714285714,0,3.442547964
8437,9465910150,11/9/2014,607000,3,2.5,2470,9226,2,0,0,3,9,2470,0,1991,0,98072,47.7439,-122.17,2820,11013,1.2,0,3.446709485
16311,1551500130,5/22/2014,180000,4,1.5,1740,7292,1,0,0,3,7,1020,720,1962,0,98168,47.4787,-122.302,1740,7573,2.666666667,1,3.451947923
20129,9264450460,6/3/2014,309000,5,2.75,2481,4045,2,0,0,3,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175,1.818181818,0,3.453897643
20220,3304300080,3/30/2015,588000,4,2.5,3060,7710,2,0,0,3,9,3060,0,2009,0,98059,47.4828,-122.136,3040,7840,1.6,0,3.454046307
18236,7202340530,4/10/2015,498000,3,2.5,1690,4088,2,0,0,3,7,1690,0,2004,0,98053,47.6779,-122.034,1950,4088,1.2,0,3.455144782
29,1873100390,3/2/2015,719000,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,1.6,0,3.456693306
921,4325000125,3/18/2015,255000,3,1.5,1340,8450,1,0,0,4,7,1340,0,1958,0,98188,47.4405,-122.28,1340,8920,2,0,3.45810941
20110,2937300440,9/8/2014,923990,4,2.5,3600,6055,2,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050,1.6,0,3.459724776
21339,2937300430,9/29/2014,928990,4,2.5,3570,6054,2,0,0,3,9,3570,0,2014,0,98052,47.7053,-122.126,3600,6050,1.6,0,3.459724776
6807,806000020,3/10/2015,203000,3,1.5,1200,9120,1,0,0,3,7,1000,200,1963,0,98055,47.4545,-122.187,1640,9200,2,1,3.461243601
5427,2568200290,8/26/2014,762500,4,2.5,3150,5979,2,0,0,3,9,3150,0,2005,0,98052,47.7082,-122.101,3150,6595,1.6,0,3.465636878
2931,3750603732,1/28/2015,276000,3,1.75,2240,9200,1,0,0,4,7,1440,800,1968,0,98001,47.2635,-122.284,1740,9600,1.714285714,1,3.46604443
5800,7202260780,1/20/2015,535000,3,2.5,2510,5544,2,0,0,3,7,2510,0,2001,0,98053,47.6903,-122.042,2660,5614,1.2,0,3.466205944
14156,6699300210,10/27/2014,321500,4,2.5,2620,5457,2,0,0,3,8,2620,0,2003,0,98001,47.3148,-122.27,2740,5816,1.6,0,3.467174744
19708,9578090240,8/15/2014,780000,4,2.75,3430,6500,2,0,0,3,9,3050,380,2006,0,98052,47.7079,-122.106,3070,6802,1.454545455,1,3.4679338
11931,7202261260,11/17/2014,571000,3,2.5,2510,5186,2,0,0,3,7,2510,0,2001,0,98053,47.6895,-122.041,2530,5186,1.2,0,3.469175712
3434,3423049311,10/17/2014,216000,3,2,1260,4125,1,0,0,3,6,1260,0,1998,0,98188,47.4401,-122.279,1300,9091,1.5,0,3.470008662
14869,9485760050,8/26/2014,297950,3,2,1390,5127,1,0,0,3,8,1390,0,1990,0,98055,47.4504,-122.206,1960,5019,1.5,0,3.470264246
1479,7202290140,7/28/2014,455800,3,2.5,1690,4584,2,0,0,3,7,1690,0,2002,0,98053,47.6866,-122.043,1600,3164,1.2,0,3.470594706
20879,9578090180,4/3/2015,850000,4,3,3070,7150,2,0,0,3,9,3070,0,2007,0,98052,47.7079,-122.107,3200,6984,1.333333333,0,3.474391298
16493,1423400225,7/21/2014,225000,2,1,1030,9192,1,0,0,4,6,1030,0,1959,0,98058,47.4565,-122.181,1030,9190,2,0,3.474632025
18537,2568200740,8/11/2014,720000,5,2.75,2860,5379,2,0,0,3,9,2860,0,2005,0,98052,47.7082,-122.104,2980,6018,1.818181818,0,3.477483537
4349,9485750110,9/18/2014,366000,3,1.75,1680,6108,1,0,0,3,8,1680,0,1989,0,98055,47.4501,-122.208,2220,5664,1.714285714,0,3.483220355
20506,3304300210,3/27/2015,572000,4,2.75,2700,7992,2,0,0,3,9,2700,0,2012,0,98059,47.4831,-122.135,2840,7992,1.454545455,0,3.486939891
17189,629410130,5/14/2014,707000,4,3.25,3200,7081,2,0,0,3,9,3200,0,2004,0,98075,47.5886,-121.989,3120,6094,1.230769231,0,3.487156577
13504,3825310970,7/24/2014,845000,4,2.5,2940,7675,2,0,0,3,9,2940,0,2004,0,98052,47.7054,-122.129,3120,6574,1.6,0,3.49277933
1094,7202290160,1/14/2015,435000,3,2.5,1560,3987,2,0,0,3,7,1560,0,2002,0,98053,47.687,-122.043,1600,3152,1.2,0,3.493637824
20325,9578090050,5/5/2014,830000,4,2.5,3400,9692,2,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375,1.6,0,3.495949215
2941,8732750100,5/25/2014,325000,4,3.5,2630,3435,1.5,0,3,3,7,1640,990,1984,0,98188,47.4355,-122.272,1920,2435,1.142857143,1,3.496086119
8992,1423800210,9/23/2014,230000,3,1,1640,7187,1,0,0,3,7,1640,0,1966,0,98058,47.455,-122.182,1340,8346,3,0,3.496953371
20840,5381000477,1/28/2015,399500,4,2.5,2560,7492,2,0,0,3,8,2560,0,2014,0,98188,47.4467,-122.287,1260,11541,1.6,0,3.497850043
20360,3304300380,1/8/2015,600000,5,2.75,3380,8179,2,0,0,3,9,3380,0,2011,0,98059,47.4827,-122.135,2840,8179,1.818181818,0,3.499073606
20745,6192410550,5/28/2014,739000,3,2.5,2810,5400,2,0,0,3,9,2810,0,2005,0,98052,47.7065,-122.118,2870,5400,1.2,0,3.499505065
1213,2095800400,11/13/2014,455000,3,2.5,2090,8653,2,0,0,3,8,2090,0,1989,0,98011,47.7498,-122.184,2090,6396,1.2,0,3.500199117
20817,9264450550,5/20/2014,329995,4,2.5,2303,3680,2,0,0,3,8,2303,0,2013,0,98001,47.2599,-122.283,2303,3760,1.6,0,3.500562108
10139,9526600710,7/24/2014,759900,4,2.5,3000,5639,2,0,0,3,8,3000,0,2008,0,98052,47.7066,-122.115,3000,4587,1.6,0,3.500838936
11997,9526600260,7/29/2014,750000,4,2.5,3080,4553,2.5,0,0,3,8,3080,0,2008,0,98052,47.7066,-122.112,2750,4929,1.6,0,3.500867887
4687,3295900490,7/29/2014,423000,4,2.5,2320,4254,2,0,0,3,8,2320,0,2004,0,98059,47.48,-122.137,2330,4602,1.6,0,3.50378341
10283,1552510160,10/30/2014,488500,3,2.75,1820,9490,2,0,0,3,7,1820,0,1994,0,98011,47.7481,-122.178,1950,8851,1.090909091,0,3.505376205
13388,7202340450,11/23/2014,452000,3,2.5,1690,4000,2,0,0,3,7,1690,0,2004,0,98053,47.6788,-122.034,1690,4000,1.2,0,3.507624606
11408,7202290320,10/24/2014,440500,3,2.5,1600,3172,2,0,0,3,7,1600,0,2002,0,98053,47.6868,-122.042,1690,3698,1.2,0,3.508074216
1042,2892600016,3/17/2015,197500,2,1,820,8860,1,0,0,3,6,820,0,1950,0,98055,47.452,-122.19,1660,15375,2,0,3.50962164
745,7340500270,1/23/2015,560000,4,2.5,2940,6000,2,0,0,3,8,2940,0,2000,0,98011,47.7533,-122.198,2510,6600,1.6,0,3.514072388
5145,9526600250,4/20/2015,800000,4,2.75,3010,7427,2,0,0,3,8,3010,0,2010,0,98052,47.7068,-122.112,3000,4929,1.454545455,0,3.51468246
6047,6192410280,1/2/2015,762500,5,3.5,3290,5880,2,0,0,3,9,2670,620,2005,0,98052,47.7067,-122.119,3090,5680,1.428571429,1,3.516384604
14715,7202340720,5/20/2014,620000,3,2.5,2480,9041,2,0,0,3,7,2480,0,2004,0,98053,47.6797,-122.035,2480,6500,1.2,0,3.519673179
4377,8109800110,8/1/2014,717550,3,3.5,2840,4468,3,0,0,3,10,2840,0,2006,0,98052,47.7069,-122.117,3040,5400,0.857142857,0,3.524630941
14088,4435600330,7/26/2014,165000,3,1,910,8700,1,0,0,4,6,910,0,1943,0,98188,47.449,-122.29,1090,8700,3,0,3.524808841
2190,629420260,10/2/2014,750000,4,2.75,3190,9023,2,0,0,3,9,3190,0,2005,0,98075,47.5898,-121.989,3159,5615,1.454545455,0,3.526287645
7013,1423800080,5/12/2014,225000,3,1,990,8012,1,0,0,4,7,990,0,1966,0,98058,47.4557,-122.181,1260,9060,3,0,3.527532369
17173,7202340190,2/19/2015,531800,3,2.5,1930,5344,2,0,0,3,7,1930,0,2004,0,98053,47.6783,-122.032,2410,5080,1.2,0,3.529394562
5378,2095800250,8/27/2014,475226,3,2.5,2120,4512,2,0,0,3,8,2120,0,1988,0,98011,47.75,-122.183,2000,4553,1.2,0,3.530195251
5426,9465900500,6/17/2014,605500,3,2.5,2830,6536,2,0,0,3,9,2830,0,1989,0,98072,47.7462,-122.172,2710,6954,1.2,0,3.531268682
10908,7202380340,9/3/2014,449000,3,2.5,1690,3827,2,0,0,3,7,1690,0,2005,0,98053,47.6768,-122.029,1690,3129,1.2,0,3.532689656
13079,7202380120,1/5/2015,482500,3,2.5,1690,3068,2,0,0,3,7,1690,0,2005,0,98053,47.6763,-122.028,1690,3260,1.2,0,3.532888945
14001,7147600220,6/26/2014,230000,3,1,1060,9946,1,0,0,4,7,1060,0,1956,0,98188,47.4432,-122.282,1310,10619,3,0,3.53697236
6042,3825310130,6/24/2014,751000,4,3.25,3090,9571,2,0,0,3,9,2370,720,2004,0,98052,47.7058,-122.131,3630,9110,1.230769231,1,3.540150426
229,7202340400,3/3/2015,516500,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729,1.2,0,3.542785534
10131,2460700030,6/4/2014,335000,4,2.75,2540,7210,1,0,0,4,7,1600,940,1979,0,98058,47.4601,-122.165,1820,7766,1.454545455,1,3.547943896
11581,7147400045,4/28/2015,355000,3,1.75,1870,8250,2,0,0,3,7,1870,0,1956,1979,98188,47.445,-122.285,1350,8714,1.714285714,0,3.548303772
206,9526600140,9/19/2014,677900,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,1.2,0,3.548586621
4244,9526600090,4/24/2015,750000,4,2.5,2680,4548,2,0,0,3,8,2680,0,2009,0,98052,47.7073,-122.114,2750,4548,1.6,0,3.548586621
10676,7202340390,4/7/2015,499000,3,2.5,1690,4851,2,0,0,3,7,1690,0,2004,0,98053,47.6795,-122.034,2330,4851,1.2,0,3.548658894
14527,9526600210,10/7/2014,717000,4,2.5,2540,4241,2,0,0,3,8,2540,0,2009,0,98052,47.7073,-122.112,3010,4929,1.6,0,3.549218991
11902,3295900520,11/7/2014,429950,4,2.5,2320,4524,2,0,0,3,8,2320,0,2004,0,98059,47.4798,-122.136,2330,4524,1.6,0,3.551335458
3722,1437580600,3/31/2015,1060000,5,4.5,4140,7924,2,0,0,3,10,4140,0,2005,0,98074,47.6102,-121.993,3960,8410,1.111111111,0,3.551521094
5477,3825500020,2/18/2015,550000,4,2.5,3350,6605,2,0,0,3,8,2670,680,1990,0,98011,47.7498,-122.181,2730,5962,1.6,1,3.553325197
2888,3750605349,3/4/2015,210500,3,1,1220,9600,1,0,0,5,7,1220,0,1958,0,98001,47.2622,-122.282,1310,9600,3,0,3.553359751
20222,6192410480,7/9/2014,749000,3,2.75,2820,5348,2,0,0,3,9,2820,0,2008,0,98052,47.7073,-122.118,3140,5640,1.090909091,0,3.554677174
3011,3423049209,3/18/2015,200450,3,1,970,9130,1,0,0,3,6,970,0,1957,0,98188,47.4369,-122.272,1000,8886,3,0,3.557608407
20119,6181410950,9/22/2014,254950,3,2.5,1794,4769,2,0,0,3,7,1794,0,2005,0,98001,47.3052,-122.283,3557,4807,1.2,0,3.559086012
1263,7202340370,11/10/2014,467000,3,2.5,1690,6642,2,0,0,3,7,1690,0,2004,0,98053,47.6793,-122.033,2120,5080,1.2,0,3.561764814
2850,7202331220,7/21/2014,635000,6,2.5,3880,5700,2,0,0,3,7,3880,0,2003,0,98053,47.6816,-122.038,2620,5070,2.4,0,3.562969743
12235,1432900030,11/21/2014,225000,3,1,1410,7700,1,0,0,3,7,980,430,1962,0,98058,47.4577,-122.171,1510,7700,3,1,3.568676516
19865,2526059225,1/23/2015,952990,4,2.75,3550,6558,2,0,0,3,9,3550,0,2013,0,98052,47.7076,-122.115,3140,5617,1.454545455,0,3.569912585
539,9485740340,3/10/2015,346900,4,2.5,1970,5106,2,0,0,3,8,1970,0,1999,0,98055,47.449,-122.205,2230,5109,1.6,0,3.571220376
808,7202340960,9/8/2014,581000,3,2.5,2600,4438,2,0,0,3,7,2600,0,2004,0,98053,47.6799,-122.034,2600,4904,1.2,0,3.572189379
12083,1432900310,4/24/2015,320000,4,1.5,2020,8474,1,0,0,5,7,1010,1010,1962,0,98058,47.4579,-122.17,1720,8166,2.666666667,1,3.575668844
12935,3825310720,4/21/2015,890000,4,2.5,2930,9158,2,0,0,3,9,2930,0,2005,0,98052,47.7065,-122.13,3590,8065,1.6,0,3.576905097
16217,1423900080,12/18/2014,260000,4,1.75,1360,7700,1,0,0,4,7,1360,0,1966,0,98058,47.4558,-122.177,1321,7756,2.285714286,0,3.579367162
5110,3825500080,3/18/2015,470000,4,2.75,2310,7350,1,0,0,3,8,1670,640,1989,0,98011,47.7505,-122.182,2600,6077,1.454545455,1,3.579757076
21507,3304300300,5/7/2015,579950,4,2.75,2460,8643,2,0,0,3,9,2460,0,2011,0,98059,47.4828,-122.133,3110,8626,1.454545455,0,3.580338795
5951,629420080,8/20/2014,731000,4,2.5,3070,5936,2,0,0,3,9,3070,0,2005,0,98075,47.5902,-121.988,3160,5936,1.6,0,3.580555041
2854,3825310820,7/29/2014,799000,4,2.5,3400,6742,2,0,0,3,9,3400,0,2004,0,98052,47.7067,-122.129,2970,6909,1.6,0,3.580696522
4245,629420100,9/26/2014,722000,4,2.75,3190,5408,2,0,0,3,9,3190,0,2005,0,98075,47.5903,-121.988,3160,5773,1.454545455,0,3.583887057
21483,6891100090,10/14/2014,850000,5,3.5,4200,5400,2,0,0,3,9,3140,1060,2012,0,98052,47.7077,-122.12,3300,5564,1.428571429,1,3.588923073
4479,7202341110,3/13/2015,702000,4,2.5,3280,5876,2,0,0,3,7,3280,0,2004,0,98053,47.6802,-122.034,2600,5000,1.6,0,3.589875631
6064,7202340010,2/24/2015,671300,4,2.5,3280,5232,2,0,0,3,7,3280,0,2004,0,98053,47.6798,-122.033,2600,5080,1.6,0,3.590946564
6229,1437580480,9/18/2014,994000,5,3.25,4260,7861,2,0,0,3,10,4260,0,2005,0,98074,47.611,-121.992,4020,7528,1.538461538,0,3.591127222
3789,4435000705,7/8/2014,160000,3,1,1350,8700,1.5,0,0,3,6,1350,0,1942,0,98188,47.4497,-122.289,1300,8700,3,0,3.591319756
3790,4435000705,3/9/2015,255500,3,1,1350,8700,1.5,0,0,3,6,1350,0,1942,0,98188,47.4497,-122.289,1300,8700,3,0,3.591319756
20747,1543000060,6/7/2014,462000,4,2.5,3070,6432,2,0,0,3,9,3070,0,2006,0,98055,47.4487,-122.205,2910,5106,1.6,0,3.591829043
13632,1329500120,1/9/2015,300000,4,2.5,2600,8572,2,0,0,3,8,2600,0,2003,0,98001,47.3155,-122.266,2170,5288,1.6,0,3.593844578
12929,7148200040,2/10/2015,173000,4,2,1200,8460,1,0,0,5,7,1200,0,1957,0,98188,47.4413,-122.277,1350,8623,2,0,3.594701541
9883,9433000390,12/18/2014,784950,4,2.75,2840,4227,3,0,0,3,9,2840,0,2014,0,98052,47.7097,-122.107,2880,4227,1.454545455,0,3.597477534
18402,1423900220,7/9/2014,252000,4,1.75,1120,8250,1,0,0,4,7,1120,0,1966,0,98058,47.4555,-122.177,1330,7975,2.285714286,0,3.598897965
19825,6181420200,11/20/2014,272000,4,2.5,2789,3960,2,0,0,3,7,2789,0,2007,0,98001,47.3059,-122.28,2547,3960,1.6,0,3.599545567
20950,3825310180,10/7/2014,860000,4,4.5,4040,8400,2,0,0,3,9,3220,820,2006,0,98052,47.7067,-122.131,3940,8400,0.888888889,1,3.600682332
10488,7202350310,10/28/2014,476000,3,2.25,1630,3070,2,0,0,3,7,1630,0,2004,0,98053,47.6785,-122.03,1690,3200,1.333333333,0,3.601427288
7351,629420480,9/26/2014,786000,4,3.5,3320,8808,2,0,0,3,9,3320,0,2005,0,98075,47.592,-121.989,3160,9226,1.142857143,0,3.601881708
6014,2123049142,8/14/2014,294000,4,2.5,2040,7800,2,0,0,3,7,2040,0,2003,0,98168,47.473,-122.293,1860,10954,1.6,0,3.60216695
4563,7202340820,10/28/2014,599000,4,2.5,2480,5000,2,0,0,3,7,2480,0,2004,0,98053,47.6811,-122.035,2410,5000,1.6,0,3.602374838
4164,87000283,11/18/2014,359950,3,2.5,1980,7800,2,0,0,3,8,1980,0,1999,0,98055,47.4492,-122.199,1700,20580,1.2,0,3.604303663
8882,3750603940,9/25/2014,240000,4,1.75,1880,9600,1,0,0,5,7,1020,860,1946,0,98001,47.2633,-122.281,1560,14400,2.285714286,1,3.605503909
21402,6891100590,3/2/2015,750000,4,2.75,2810,5497,2,0,0,3,9,2810,0,2011,0,98052,47.7081,-122.116,2990,5842,1.454545455,0,3.605647774
12217,1473060030,7/9/2014,525000,4,2.5,3670,9958,2,0,0,3,10,3670,0,2005,0,98058,47.4617,-122.159,3300,10679,1.6,0,3.607586917
4098,9262800057,2/3/2015,269950,4,1,1440,9600,1,0,0,2,7,1440,0,1964,0,98001,47.3168,-122.264,1740,43560,4,0,3.608535421
1962,8637100370,11/12/2014,252000,3,2,1340,5670,2,0,0,3,6,1340,0,1994,0,98055,47.4498,-122.194,1290,4892,1.5,0,3.608819302
19384,7202330790,6/18/2014,535000,3,2,2120,4080,2,0,0,3,7,2120,0,2003,0,98053,47.682,-122.037,2280,4080,1.5,0,3.609678652
9810,3598600049,10/3/2014,124000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603,1.333333333,0,3.610636147
9811,3598600049,4/24/2015,224000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603,1.333333333,0,3.610636147
4487,7202331500,8/29/2014,673200,5,3,4180,8561,2,0,0,3,7,4180,0,2003,0,98053,47.6833,-122.04,3425,6591,1.666666667,0,3.610636154
6140,2085700050,8/26/2014,420000,4,2.5,2480,8626,2,0,0,3,10,2480,0,2001,0,98001,47.3185,-122.262,2990,9033,1.6,0,3.61135766
13235,8558600085,5/9/2014,311100,4,2.25,2130,8078,1,0,0,4,7,1380,750,1977,0,98055,47.4482,-122.209,2300,8112,1.777777778,1,3.611389277
526,7202331420,6/20/2014,650000,4,2.5,3040,6587,2,0,0,3,7,3040,0,2003,0,98053,47.683,-122.039,2740,6587,1.6,0,3.61365185
14064,3825310760,12/29/2014,714000,4,2.5,3230,7766,2,0,0,3,9,3230,0,2005,0,98052,47.7069,-122.131,3740,8344,1.6,0,3.614141459
4097,7202340930,12/9/2014,634800,4,3,3280,4904,2,0,0,3,7,3280,0,2005,0,98053,47.6802,-122.033,2600,5004,1.333333333,0,3.614360027
18793,5381000411,4/10/2015,239950,3,1.75,1440,7200,1,0,0,3,7,1440,0,1986,0,98188,47.4473,-122.284,1640,9167,1.714285714,0,3.617613149
9354,7202331050,9/24/2014,550000,3,2.5,2360,4080,2,0,0,3,7,2360,0,2003,0,98053,47.6825,-122.038,2290,4080,1.2,0,3.617676593
19641,1441000350,9/15/2014,440000,4,3.5,3180,4869,2,0,0,3,8,2390,790,2007,0,98055,47.4482,-122.206,2850,4500,1.142857143,1,3.621579241
12302,1432900350,12/17/2014,215000,5,1.5,1980,7958,1.5,0,0,3,7,1980,0,1962,0,98058,47.4571,-122.17,1510,8438,3.333333333,0,3.625814088
11048,7202340860,3/18/2015,561000,3,2.5,2120,5277,2,0,0,3,7,2120,0,2005,0,98053,47.6811,-122.034,2370,5257,1.2,0,3.626509125
16213,7202330470,4/8/2015,485000,3,2.5,1650,3436,2,0,0,3,7,1650,0,2003,0,98053,47.6819,-122.036,1680,3446,1.2,0,3.626565192
7231,2473381150,6/18/2014,325000,3,2.75,2200,7000,1,0,0,4,7,1280,920,1977,0,98058,47.4574,-122.169,1670,7000,1.090909091,1,3.626905331
3530,5070000100,7/11/2014,205000,3,1.5,1820,8585,1,0,0,4,7,1820,0,1962,0,98055,47.4479,-122.213,1740,10088,2,0,3.627009954
11110,7202331160,6/16/2014,632500,5,2.5,2640,7096,2,0,0,3,7,2640,0,2003,0,98053,47.6827,-122.038,2640,4850,2,0,3.629866343
1809,4327100045,7/21/2014,300000,5,1,1940,8875,1,0,0,3,7,1940,0,1957,0,98188,47.4407,-122.275,1380,8875,5,0,3.630889087
7208,9433000460,10/7/2014,779950,4,2.75,2990,4298,2,0,0,3,9,2990,0,2014,0,98052,47.7101,-122.108,2990,4837,1.454545455,0,3.631619365
8207,1432900150,4/6/2015,320000,4,1.75,1820,7381,1,0,0,5,7,1150,670,1962,0,98058,47.4567,-122.171,1610,8462,2.285714286,1,3.631764462
18515,7202330410,3/20/2015,491150,3,2.5,1470,3971,2,0,0,3,7,1470,0,2003,0,98053,47.6816,-122.035,1650,3148,1.2,0,3.632078993
21298,1441000470,7/28/2014,458000,4,3.5,3217,4000,2,0,0,3,8,2587,630,2008,0,98055,47.4483,-122.203,2996,5418,1.142857143,1,3.634067058
